customer_id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
OB97365,California,4045.341004,No,Premium,High School or Below,2011-02-04,Employed,F,77237.0,Rural,Single,102,6,84,0,1,Personal Auto,Personal L2,Offer4,Call Center,197.040115,Four-Door Car,Medium,A,Feb
TF56202,California,5032.165498,No,Basic,College,2011-02-12,Employed,M,66367.0,Suburban,Divorced,64,6,48,0,3,Personal Auto,Personal L3,Offer2,Call Center,307.2,Two-Door Car,Small,A,Feb
YV76240,Oregon,10677.25385,No,Extended,College,2011-01-04,Employed,F,45732.0,Urban,Married,134,22,56,0,9,Corporate Auto,Corporate L2,Offer1,Call Center,611.918994,SUV,Large,A,Jan
WF98532,California,3123.080994,Yes,Basic,Bachelor,2011-02-19,Unemployed,M,0.0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960.115399,SUV,Large,A,Feb
OH35544,Nevada,5619.967791,No,Extended,College,2011-01-21,Unemployed,F,0.0,Suburban,Single,82,14,23,0,6,Corporate Auto,Corporate L2,Offer3,Agent,863.935307,Four-Door Car,Medium,A,Jan
ZH42145,Washington,2582.862313,No,Basic,High School or Below,2011-02-22,Employed,F,50148.0,Suburban,Married,65,0,45,0,1,Corporate Auto,Corporate L3,Offer2,Web,323.485239,Four-Door Car,Small,A,Feb
PO56357,California,5363.528173,No,Basic,High School or Below,2011-01-01,Employed,F,64604.0,Urban,Married,67,18,71,1,8,Personal Auto,Personal L3,Offer1,Web,272.445607,Four-Door Car,Medium,A,Jan
OB55054,Oregon,3964.81296,No,Extended,Bachelor,2011-01-30,Employed,M,88410.0,Suburban,Single,99,30,31,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,475.2,Four-Door Car,Medium,A,Jan
KH53118,California,7505.768149,No,Basic,Bachelor,2011-02-26,Employed,F,44485.0,Rural,Married,62,5,74,0,2,Special Auto,Special L3,Offer1,Agent,79.893853,Four-Door Car,Medium,A,Feb
VO43359,California,2404.380963,No,Basic,High School or Below,2011-02-24,Employed,M,62488.0,Urban,Married,62,35,47,2,1,Personal Auto,Personal L3,Offer2,Call Center,200.689331,Four-Door Car,Medium,A,Feb
LV94312,Oregon,4931.503095,No,Basic,College,2011-02-14,Employed,M,33580.0,Suburban,Married,62,17,77,0,3,Corporate Auto,Corporate L3,Offer1,Agent,315.326222,Four-Door Car,Medium,A,Feb
SU31072,Washington,4821.156466,No,Basic,Bachelor,2011-02-02,Employed,M,85756.0,Rural,Divorced,61,18,74,0,3,Personal Auto,Personal L3,Offer4,Branch,117.036869,Four-Door Car,Medium,A,Feb
ED65109,California,5207.985921,No,Basic,College,2011-01-07,Employed,F,81839.0,Rural,Married,65,23,39,1,4,Personal Auto,Personal L1,Offer1,Agent,74.666163,Four-Door Car,Medium,A,Jan
TA22923,Arizona,4944.240345,No,Basic,Master,2011-01-16,Employed,M,40463.0,Suburban,Married,61,17,21,0,6,Personal Auto,Personal L3,Offer3,Branch,292.8,Four-Door Car,Small,A,Jan
KU56071,Oregon,4991.535369,No,Basic,College,2011-02-20,Employed,F,93416.0,Urban,Married,62,5,16,0,6,Personal Auto,Personal L1,Offer2,Call Center,246.249051,Two-Door Car,Medium,A,Feb
VM84548,Washington,8819.018934,Yes,Basic,High School or Below,2011-01-10,Employed,M,99845.0,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medium,A,Jan
ZT86224,Nevada,10901.22525,No,Extended,Bachelor,2011-02-04,Employed,M,72257.0,Urban,Divorced,90,28,61,0,2,Personal Auto,Personal L3,Offer3,Branch,408.415481,Four-Door Car,Medium,A,Feb
HB99061,California,5352.18703,No,Extended,High School or Below,2011-02-02,Employed,F,97742.0,Rural,Married,132,6,52,0,1,Corporate Auto,Corporate L3,Offer4,Branch,199.590599,SUV,Medium,A,Feb
YD80815,Arizona,7148.331333,No,Basic,Bachelor,2011-01-05,Employed,F,51791.0,Rural,Married,181,10,46,1,1,Personal Auto,Personal L3,Offer4,Call Center,422.960234,Luxury,Medium,A,Jan
HH69970,California,6282.082435,No,Extended,Bachelor,2011-01-05,Employed,F,32311.0,Urban,Married,79,10,23,0,3,Corporate Auto,Corporate L3,Offer1,Agent,207.289724,Four-Door Car,Large,A,Jan
IZ37104,California,2267.604038,No,Basic,Doctor,2011-01-26,Unemployed,M,0.0,Suburban,Married,61,15,67,0,1,Personal Auto,Personal L2,Offer4,Call Center,292.8,Four-Door Car,Medium,A,Jan
NL93182,Nevada,2549.450038,No,Extended,Bachelor,2011-01-20,Unemployed,M,0.0,Suburban,Single,78,13,32,0,1,Corporate Auto,Corporate L3,Offer2,Web,845.654042,Four-Door Car,Small,A,Jan
UO12263,Oregon,4654.954187,No,Basic,High School or Below,2011-02-28,Unemployed,F,0.0,Suburban,Married,69,31,76,4,3,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Medium,A,Feb
GU82757,California,4376.363592,Yes,Premium,Bachelor,2011-02-28,Employed,F,63774.0,Rural,Divorced,111,18,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,60.036683,Four-Door Car,Medium,A,Feb
BG30513,California,25464.82059,Yes,Extended,College,2011-02-01,Retired,F,13663.0,Suburban,Single,97,1,66,0,2,Personal Auto,Personal L2,Offer1,Branch,465.6,Four-Door Car,Small,A,Feb
IZ67803,California,15445.66166,No,Basic,Master,2011-01-28,Employed,M,26990.0,Urban,Married,65,15,60,0,2,Personal Auto,Personal L1,Offer3,Agent,297.864823,Four-Door Car,Medium,A,Jan
KE42114,Nevada,4730.355248,No,Basic,Doctor,2011-02-16,Medical Leave,M,17250.0,Urban,Married,62,16,90,0,3,Personal Auto,Personal L3,Offer2,Call Center,175.528642,Four-Door Car,Medium,A,Feb
LL73047,California,7892.088107,No,Basic,High School or Below,2011-01-26,Disabled,F,28672.0,Suburban,Divorced,71,14,34,0,2,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Medium,A,Jan
VX67206,Oregon,27789.69235,Yes,Extended,Bachelor,2011-01-20,Employed,F,33806.0,Urban,Divorced,89,32,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395.729716,Four-Door Car,Medium,A,Jan
JA55700,California,3933.813993,Yes,Basic,High School or Below,2011-01-23,Employed,M,25927.0,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medium,A,Jan
HL97125,Nevada,4669.22664,Yes,Premium,High School or Below,2011-02-14,Employed,F,76157.0,Suburban,Married,116,15,80,0,1,Personal Auto,Personal L1,Offer2,Call Center,556.8,Two-Door Car,Small,A,Feb
UR42360,California,16979.79757,Yes,Basic,Bachelor,2011-01-17,Employed,M,35095.0,Suburban,Divorced,73,15,56,0,2,Personal Auto,Personal L1,Offer2,Call Center,525.6,Two-Door Car,Small,A,Jan
SK67821,Oregon,4932.916345,No,Basic,Bachelor,2011-02-13,Employed,F,37260.0,Rural,Married,62,15,42,0,8,Corporate Auto,Corporate L1,Offer3,Web,15.437681,Four-Door Car,Medium,A,Feb
TS31001,Oregon,26243.85811,No,Basic,Bachelor,2011-02-02,Employed,M,55705.0,Rural,Divorced,113,8,58,0,2,Personal Auto,Personal L3,Offer2,Branch,149.90747,SUV,Medium,A,Feb
MV97958,Arizona,2879.63179,No,Basic,Bachelor,2011-01-23,Employed,F,40525.0,Rural,Married,73,3,27,0,1,Personal Auto,Personal L3,Offer2,Branch,123.790553,Four-Door Car,Medium,A,Jan
HX41374,California,15234.7459,No,Extended,High School or Below,2011-01-14,Employed,M,72988.0,Rural,Married,127,6,77,0,2,Personal Auto,Personal L3,Offer3,Call Center,276.503559,SUV,Medium,A,Jan
CY12922,Arizona,2506.360995,No,Basic,College,2011-01-31,Unemployed,M,0.0,Suburban,Single,73,8,19,0,1,Personal Auto,Personal L2,Offer2,Web,525.6,Four-Door Car,Small,A,Jan
MU97512,Oregon,7398.873941,No,Basic,Bachelor,2011-02-02,Employed,M,27383.0,Suburban,Married,188,33,25,0,1,Corporate Auto,Corporate L2,Offer4,Branch,902.4,Luxury,Medium,A,Feb
WA16954,Arizona,5604.330774,No,Basic,Master,2011-02-19,Employed,M,20252.0,Urban,Married,71,0,64,0,3,Personal Auto,Personal L3,Offer2,Call Center,198.227061,Four-Door Car,Medium,A,Feb
SB44003,Arizona,10484.91535,Yes,Extended,College,2011-02-01,Employed,F,61108.0,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L3,Offer2,Agent,49.451117,Four-Door Car,Medium,A,Feb
NE13752,Arizona,8232.760182,No,Basic,Bachelor,2011-01-12,Employed,M,56021.0,Urban,Married,69,20,38,0,2,Personal Auto,Personal L3,Offer1,Agent,279.51121,Four-Door Car,Medium,A,Jan
BG80246,California,5570.17755,No,Basic,College,2011-01-11,Disabled,F,22679.0,Suburban,Married,72,25,32,0,4,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Small,A,Jan
LX15904,Washington,2755.221411,No,Basic,High School or Below,2011-01-06,Employed,F,39393.0,Suburban,Married,70,24,56,1,1,Special Auto,Special L2,Offer2,Agent,405.883346,Four-Door Car,Medium,A,Jan
LS51818,California,22217.96796,No,Basic,College,2011-02-12,Employed,F,37553.0,Suburban,Single,187,34,7,0,2,Personal Auto,Personal L3,Offer3,Agent,897.6,Luxury,Small,A,Feb
CR20811,California,10660.89661,No,Extended,Bachelor,2011-02-24,Employed,F,60642.0,Urban,Married,133,34,68,0,5,Personal Auto,Personal L3,Offer1,Agent,428.27511,SUV,Medium,A,Feb
SA45648,California,10628.06415,No,Extended,Bachelor,2011-02-18,Employed,M,90874.0,Urban,Married,137,18,28,4,3,Personal Auto,Personal L3,Offer1,Call Center,459.785009,SUV,Medium,A,Feb
FV19421,California,7780.999262,No,Basic,Bachelor,2011-01-10,Unemployed,M,0.0,Urban,Married,74,0,52,0,2,Personal Auto,Personal L1,Offer1,Branch,246.489123,Four-Door Car,Medium,A,Jan
BD13927,California,2243.473907,No,Basic,High School or Below,2011-01-10,Unemployed,F,0.0,Suburban,Single,62,34,71,0,1,Personal Auto,Personal L2,Offer3,Branch,675.468453,Two-Door Car,Small,A,Jan
HN97052,Oregon,5205.90965,No,Basic,College,2011-02-24,Unemployed,F,0.0,Suburban,Married,72,18,91,0,9,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Medium,A,Feb
BZ81849,Arizona,7494.087341,No,Basic,Bachelor,2011-02-06,Unemployed,F,0.0,Suburban,Married,68,15,25,0,2,Personal Auto,Personal L3,Offer3,Call Center,326.4,Four-Door Car,Medium,A,Feb
XR84971,Oregon,23515.85325,No,Extended,Doctor,2011-02-18,Employed,F,36537.0,Rural,Single,85,19,4,0,2,Personal Auto,Personal L1,Offer1,Web,165.309001,Four-Door Car,Medium,A,Feb
NN66592,California,5923.518828,No,Basic,Bachelor,2011-02-18,Employed,M,73758.0,Urban,Married,74,24,87,0,7,Personal Auto,Personal L2,Offer3,Branch,301.562622,Four-Door Car,Medium,A,Feb
VH85817,California,5780.182197,Yes,Basic,High School or Below,2011-02-26,Employed,M,51066.0,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L3,Offer2,Call Center,787.993313,Four-Door Car,Medium,A,Feb
GP20237,Nevada,2727.082424,No,Basic,Bachelor,2011-02-27,Employed,F,29286.0,Suburban,Married,69,5,20,1,1,Personal Auto,Personal L3,Offer2,Call Center,496.8,Four-Door Car,Small,A,Feb
LZ98529,California,10382.50368,No,Basic,High School or Below,2011-02-20,Retired,M,11721.0,Suburban,Divorced,102,2,56,2,2,Personal Auto,Personal L2,Offer2,Agent,560.91624,SUV,Medium,A,Feb
ZN47335,California,10357.51422,No,Extended,College,2011-02-16,Employed,M,68309.0,Rural,Divorced,131,4,67,0,9,Corporate Auto,Corporate L3,Offer1,Web,306.983596,SUV,Small,A,Feb
LL67008,California,22895.34606,No,Extended,Bachelor,2011-01-20,Unemployed,F,0.0,Suburban,Single,94,14,17,0,2,Corporate Auto,Corporate L2,Offer1,Agent,676.8,Four-Door Car,Medium,A,Jan
KQ43374,Oregon,4128.091334,No,Basic,College,2011-02-19,Employed,F,32114.0,Urban,Married,104,22,50,0,1,Corporate Auto,Corporate L3,Offer1,Agent,445.29049,SUV,Medium,A,Feb
UF93434,Oregon,2548.393565,No,Basic,College,2011-02-13,Employed,F,22050.0,Suburban,Divorced,66,15,47,0,1,Personal Auto,Personal L3,Offer3,Call Center,316.8,Four-Door Car,Medium,A,Feb
CX85598,Arizona,5365.975978,No,Basic,Bachelor,2011-01-15,Employed,M,51240.0,Urban,Single,70,0,37,2,5,Personal Auto,Personal L1,Offer2,Branch,283.849464,Four-Door Car,Medium,A,Jan
BL66157,California,3979.718986,No,Extended,Bachelor,2011-02-11,Employed,F,96413.0,Suburban,Married,99,3,78,0,1,Personal Auto,Personal L2,Offer3,Web,560.045764,Four-Door Car,Medium,A,Feb
MY97912,Arizona,13309.33517,No,Extended,College,2011-01-13,Unemployed,M,0.0,Suburban,Divorced,127,19,40,0,2,Personal Auto,Personal L3,Offer1,Call Center,609.6,SUV,Medium,A,Jan
OG71924,Oregon,6966.142868,No,Extended,Master,2011-02-26,Unemployed,F,0.0,Urban,Married,93,28,3,0,8,Personal Auto,Personal L3,Offer2,Branch,436.143226,Four-Door Car,Large,A,Feb
ZR77995,California,3832.898507,No,Extended,College,2011-02-20,Employed,M,97729.0,Rural,Married,95,18,21,0,1,Personal Auto,Personal L3,Offer2,Web,97.176153,Four-Door Car,Medium,A,Feb
RY47606,California,3843.965188,No,Extended,Bachelor,2011-01-16,Employed,M,43987.0,Suburban,Married,96,29,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,460.8,Four-Door Car,Medium,A,Jan
PQ46798,California,8300.70769,No,Basic,College,2011-01-24,Disabled,F,17034.0,Suburban,Single,113,11,40,0,6,Personal Auto,Personal L1,Offer2,Agent,542.4,Luxury,Medium,A,Jan
AD18174,California,4837.926404,No,Basic,High School or Below,2011-02-22,Unemployed,F,0.0,Suburban,Single,65,6,89,0,3,Personal Auto,Personal L3,Offer1,Web,468.0,Four-Door Car,Medium,A,Feb
BH36973,Oregon,2730.3538,No,Basic,College,2011-02-03,Employed,F,63401.0,Urban,Married,68,1,18,0,1,Personal Auto,Personal L1,Offer2,Agent,202.938048,Four-Door Car,Medium,A,Feb
PB41497,Oregon,2866.779811,No,Basic,High School or Below,2011-01-22,Employed,M,81763.0,Suburban,Married,72,22,12,1,1,Personal Auto,Personal L3,Offer2,Branch,518.4,Two-Door Car,Small,A,Jan
QZ71100,California,19237.69976,No,Basic,Bachelor,2011-02-17,Unemployed,M,0.0,Suburban,Single,196,31,78,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,2092.523421,Luxury,Medium,A,Feb
DC31768,Arizona,4783.917752,No,Extended,Bachelor,2011-01-29,Employed,M,49793.0,Suburban,Married,121,3,55,0,1,Personal Auto,Personal L3,Offer2,Agent,640.835113,SUV,Small,A,Jan
IE15348,Washington,4067.004737,No,Basic,High School or Below,2011-01-09,Employed,F,28466.0,Urban,Married,102,33,91,0,1,Personal Auto,Personal L3,Offer3,Agent,371.802628,Four-Door Car,Medium,A,Jan
FY86121,Oregon,8237.376444,No,Basic,College,2011-01-08,Employed,M,70882.0,Rural,Married,69,20,50,0,2,Personal Auto,Personal L3,Offer1,Agent,124.380223,Four-Door Car,Medium,A,Jan
QE50648,Washington,7095.134789,No,Premium,High School or Below,2011-01-25,Employed,F,74298.0,Rural,Married,177,9,81,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,161.537767,Luxury,Medium,A,Jan
UV44323,California,4903.131185,No,Extended,College,2011-01-06,Unemployed,F,0.0,Suburban,Married,133,11,95,0,1,Personal Auto,Personal L2,Offer2,Branch,638.4,SUV,Large,A,Jan
DX70966,Nevada,2771.045031,Yes,Basic,College,2011-01-11,Employed,F,50071.0,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18.918935,Two-Door Car,Medium,A,Jan
NK20941,California,7057.463184,No,Extended,High School or Below,2011-02-25,Employed,M,52447.0,Rural,Single,90,5,57,0,7,Personal Auto,Personal L3,Offer1,Agent,61.585668,Four-Door Car,Medium,A,Feb
IA30254,Nevada,14837.50253,No,Basic,High School or Below,2011-02-04,Unemployed,M,0.0,Suburban,Single,70,18,46,0,2,Corporate Auto,Corporate L1,Offer1,Agent,712.619939,Four-Door Car,Medium,A,Feb
CT86614,Arizona,2426.95904,No,Basic,Bachelor,2011-01-30,Unemployed,M,0.0,Suburban,Single,71,2,5,0,1,Corporate Auto,Corporate L2,Offer4,Branch,511.2,Four-Door Car,Small,A,Jan
TA82973,Oregon,7858.109763,No,Basic,High School or Below,2011-02-01,Employed,F,28937.0,Rural,Divorced,104,28,23,2,6,Personal Auto,Personal L3,Offer1,Call Center,117.959654,SUV,Medium,A,Feb
TI19394,Oregon,2918.576189,No,Basic,College,2011-02-24,Employed,M,80714.0,Suburban,Married,72,18,12,0,1,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Small,A,Feb
UW98698,California,2269.841123,No,Basic,College,2011-02-08,Unemployed,M,0.0,Suburban,Single,68,22,43,0,1,Personal Auto,Personal L3,Offer4,Agent,542.016902,Four-Door Car,Medium,A,Feb
HC80108,California,2803.796963,No,Basic,College,2011-02-18,Employed,F,43775.0,Urban,Married,70,3,42,0,1,Personal Auto,Personal L3,Offer2,Call Center,310.744656,Four-Door Car,Medium,A,Feb
UI75273,California,7522.068229,No,Extended,High School or Below,2011-01-27,Employed,F,47727.0,Suburban,Married,94,25,33,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,451.2,Two-Door Car,Medium,A,Jan
OK50159,California,4305.793209,No,Basic,Bachelor,2011-01-06,Employed,F,31071.0,Rural,Single,111,0,57,2,1,Personal Auto,Personal L2,Offer2,Call Center,215.23091,Luxury,Small,A,Jan
XR97812,California,2345.084479,No,Basic,College,2011-02-22,Unemployed,M,0.0,Suburban,Single,69,1,56,0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medium,A,Feb
UV82770,California,11702.34819,No,Basic,Bachelor,2011-01-11,Unemployed,M,0.0,Suburban,Divorced,111,15,12,0,2,Personal Auto,Personal L1,Offer3,Call Center,532.8,SUV,Medium,A,Jan
GY88677,Oregon,23675.02939,No,Premium,Bachelor,2011-01-29,Employed,F,46268.0,Urban,Married,199,34,17,1,2,Personal Auto,Personal L3,Offer1,Agent,842.000858,Luxury,Medium,A,Jan
YF73402,Oregon,2566.398498,No,Basic,High School or Below,2011-02-20,Employed,M,67778.0,Urban,Married,64,17,17,1,1,Personal Auto,Personal L3,Offer2,Agent,171.287759,Four-Door Car,Large,A,Feb
CL73599,Arizona,8609.158215,Yes,Basic,Bachelor,2011-01-14,Employed,F,79090.0,Urban,Married,107,2,74,0,3,Personal Auto,Personal L3,Offer2,Branch,289.040734,SUV,Medium,A,Jan
TL20040,Oregon,13989.84697,No,Basic,College,2011-02-13,Employed,M,22354.0,Suburban,Married,118,27,9,0,2,Personal Auto,Personal L1,Offer1,Call Center,775.526054,SUV,Small,A,Feb
XS78545,Oregon,7347.410517,No,Basic,College,2011-01-18,Employed,F,29491.0,Suburban,Married,61,26,62,0,2,Personal Auto,Personal L2,Offer3,Web,292.8,Four-Door Car,Medium,A,Jan
JI71369,California,5106.111827,No,Basic,College,2011-02-22,Employed,F,30110.0,Rural,Married,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,140.165035,Four-Door Car,Medium,A,Feb
SE47384,California,5526.438887,No,Extended,Bachelor,2011-02-06,Employed,F,94230.0,Suburban,Married,137,21,82,0,1,Special Auto,Special L3,Offer3,Agent,657.6,SUV,Medium,A,Feb
QT39597,Arizona,2926.829158,No,Basic,High School or Below,2011-02-04,Employed,M,26242.0,Urban,Married,74,5,69,0,1,Personal Auto,Personal L3,Offer2,Branch,347.060173,Four-Door Car,Medium,A,Feb
KA29693,California,11513.35549,No,Basic,College,2011-01-13,Medical Leave,M,16266.0,Suburban,Married,100,11,23,0,2,Special Auto,Special L1,Offer2,Web,1177.323534,SUV,Medium,A,Jan
EV39637,Oregon,5328.320299,No,Basic,High School or Below,2011-02-12,Unemployed,F,0.0,Suburban,Single,73,12,42,0,7,Personal Auto,Personal L1,Offer1,Branch,794.445585,Four-Door Car,Medium,A,Feb
IO89174,Oregon,7688.023506,No,Basic,Bachelor,2011-02-09,Employed,F,56680.0,Suburban,Single,100,9,78,2,3,Personal Auto,Personal L3,Offer1,Branch,480.0,SUV,Medium,A,Feb
YZ60434,California,5380.091626,No,Basic,Master,2011-02-28,Unemployed,M,0.0,Rural,Divorced,74,19,41,0,8,Personal Auto,Personal L2,Offer1,Web,59.026302,Four-Door Car,Medium,A,Feb
FM25704,Oregon,2535.266473,No,Basic,Bachelor,2011-02-26,Employed,M,86933.0,Urban,Married,63,3,64,0,1,Corporate Auto,Corporate L3,Offer3,Agent,269.563038,Two-Door Car,Large,A,Feb
XH53960,Arizona,2167.330201,No,Basic,Bachelor,2011-02-12,Unemployed,F,0.0,Suburban,Single,61,16,46,0,1,Personal Auto,Personal L3,Offer3,Agent,439.2,Four-Door Car,Small,A,Feb
RK81706,Arizona,7388.733207,No,Extended,College,2011-02-24,Unemployed,F,0.0,Suburban,Married,97,31,24,0,3,Personal Auto,Personal L3,Offer4,Call Center,638.371157,Four-Door Car,Medium,A,Feb
II62831,California,4479.023088,No,Basic,Master,2011-01-29,Employed,M,94656.0,Urban,Married,111,12,79,1,1,Special Auto,Special L2,Offer4,Web,459.738128,SUV,Medium,A,Jan
DY87989,Oregon,24127.50402,Yes,Basic,Bachelor,2011-01-26,Medical Leave,M,14072.0,Suburban,Divorced,71,13,3,0,2,Corporate Auto,Corporate L3,Offer1,Agent,511.2,Four-Door Car,Medium,A,Jan
HB29169,Washington,42462.96794,No,Premium,Bachelor,2011-01-01,Unemployed,F,0.0,Suburban,Married,281,16,92,1,2,Personal Auto,Personal L3,Offer1,Branch,1499.806352,Luxury,Medium,A,Jan
OV50124,Oregon,4936.888359,No,Basic,College,2011-01-15,Unemployed,F,0.0,Suburban,Single,72,7,34,2,7,Personal Auto,Personal L3,Offer2,Agent,391.636628,Two-Door Car,Medium,A,Jan
XZ62712,Washington,44468.02303,No,Extended,High School or Below,2011-01-29,Employed,F,32948.0,Suburban,Single,127,20,46,1,2,Personal Auto,Personal L2,Offer1,Call Center,1428.972913,SUV,Medium,A,Jan
PZ94551,Oregon,4991.584471,No,Extended,Bachelor,2011-02-10,Employed,F,56649.0,Suburban,Married,125,12,8,0,1,Special Auto,Special L2,Offer1,Branch,780.090361,SUV,Large,A,Feb
JU55710,Oregon,3746.751625,Yes,Extended,College,2011-02-26,Employed,F,41479.0,Rural,Married,94,14,38,1,1,Personal Auto,Personal L1,Offer2,Call Center,19.575683,Two-Door Car,Large,A,Feb
QT39025,Arizona,4582.899414,No,Basic,Bachelor,2011-01-18,Employed,F,66991.0,Urban,Married,115,1,71,0,1,Personal Auto,Personal L3,Offer2,Branch,399.617715,SUV,Medium,A,Jan
WG15841,California,2810.464447,Yes,Basic,Bachelor,2011-02-27,Employed,M,26790.0,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medium,A,Feb
WW99844,Oregon,4944.088762,No,Basic,High School or Below,2011-02-07,Employed,F,53607.0,Rural,Married,61,4,18,0,9,Personal Auto,Personal L2,Offer3,Web,93.891207,Four-Door Car,Medium,A,Feb
KC75958,California,16468.22079,Yes,Basic,High School or Below,2011-01-27,Unemployed,F,0.0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L1,Offer2,Agent,685.12694,Four-Door Car,Medium,A,Jan
PO26937,Oregon,8223.164916,No,Premium,Bachelor,2011-01-18,Employed,M,95102.0,Rural,Married,101,6,73,0,8,Corporate Auto,Corporate L3,Offer3,Web,94.338814,Four-Door Car,Medium,A,Jan
CW82151,California,8902.737595,No,Basic,Bachelor,2011-01-05,Employed,M,46833.0,Rural,Married,112,6,3,0,9,Personal Auto,Personal L3,Offer1,Call Center,64.109663,Luxury,Medium,A,Jan
KW52549,Arizona,27789.69235,Yes,Extended,Bachelor,2011-01-20,Employed,F,33806.0,Urban,Divorced,89,32,59,0,2,Personal Auto,Personal L3,Offer2,Web,395.729716,Four-Door Car,Medium,A,Jan
BV63942,California,9002.409572,No,Premium,High School or Below,2011-02-07,Employed,M,76184.0,Suburban,Married,111,23,19,0,3,Corporate Auto,Corporate L3,Offer2,Agent,532.8,Two-Door Car,Small,A,Feb
